Codice AIC;Sost.isce;Sost.ito;Descrizione prodotto;Ditta produttrice;Forma farmaceutica;Principio Attivo;A.T.C. Descrizione;Cod. gruppo;Descrizione gruppo;Tipo prodotto;Doping;Glutine;Stupefacente;Temperatura;Mesi di validita';Validita' dopo apertura;Iva;Prz. Att.;Imp.Assist;PrzRimE.;Obbligatorieta';Particolarita';Cl;Prescrivibilita';Tipo ricetta;Regime SSN;Note prescrizione
034191041;;;COAPROVEL*28CPR 300MG+12,5MG;SANOFI Srl;COMPRESSE;IRBESARTAN/IDROCLOROTIAZIDE;IRBESARTAN E DIURETICI;NKB;IRBESARTAN+IDROCLOROTIAZIDE 300+12,5MG 28 UNITA' USO ORALE;FARMACO ETICO;S;N;;NON SUP.A +30, IN CONF.ORIGIN.;36 MESI;;ALIQUOTA 10%;10.17;2.38;7.79;NON OBBLIGATORIA;NON OBBLIGATORIA;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
034191080;;;COAPROVEL*28CPR RIV 300MG+25MG;SANOFI Srl;COMPRESSE RIVESTITE;IRBESARTAN/IDROCLOROTIAZIDE;IRBESARTAN E DIURETICI;NKC;IRBESARTAN+IDROCLOROTIAZIDE 300+25MG 28 UNITA' USO ORALE;FARMACO ETICO;S;;;NON SUP.A +30, IN CONF.ORIGIN.;36 MESI;;ALIQUOTA 10%;10.18;2.39;7.79;NON OBBLIGATORIA;NON OBBLIGATORIA;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
045397027;;;COAREDAM*28CPS 10MG+10MG;ERREKAPPA EUROTERAPICI SpA;CAPSULE RIGIDE;ROSUVASTATINA SALE DI CALCIO/AMLODIPINA BESILATO;ROSUVASTATINA E AMLODIPINA;MCQ;ROSUVASTATINA CALCIO+AMLODIPINA 10MG+10MG 28 UNITA' USO ORALE;FARMACO ETICO;N;;;NON SUP.A +30, RIPARO LUCE;36 MESI;;ALIQUOTA 10%;6.79;0.0;6.79;NON OBBLIGATORIA;NON OBBLIGATORIA;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 13: CLASSE A PER PATOL.
045397015;;;COAREDAM*28CPS 10MG+5MG;ERREKAPPA EUROTERAPICI SpA;CAPSULE RIGIDE;ROSUVASTATINA SALE DI CALCIO/AMLODIPINA BESILATO;ROSUVASTATINA E AMLODIPINA;MCR;ROSUVASTATINA CALCIO+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE;FARMACO ETICO;N;;;NON SUP.A +30, RIPARO LUCE;36 MESI;;ALIQUOTA 10%;5.35;0.0;5.35;NON OBBLIGATORIA;NON OBBLIGATORIA;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 13: CLASSE A PER PATOL.
045397041;;;COAREDAM*28CPS 20MG+10MG;ERREKAPPA EUROTERAPICI SpA;CAPSULE RIGIDE;ROSUVASTATINA SALE DI CALCIO/AMLODIPINA BESILATO;ROSUVASTATINA E AMLODIPINA;MCS;ROSUVASTATINA CALCIO+AMLODIPINA 20MG+10MG 28 UNITA' USO ORALE;FARMACO ETICO;N;;;NON SUP.A +30, RIPARO LUCE;36 MESI;;ALIQUOTA 10%;8.54;0.0;8.54;NON OBBLIGATORIA;NON OBBLIGATORIA;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 13: CLASSE A PER PATOL.
045397039;;;COAREDAM*28CPS 20MG+5MG;ERREKAPPA EUROTERAPICI SpA;CAPSULE RIGIDE;ROSUVASTATINA SALE DI CALCIO/AMLODIPINA BESILATO;ROSUVASTATINA E AMLODIPINA;MCT;ROSUVASTATINA CALCIO+AMLODIPINA 20MG+5MG 28 UNITA' USO ORALE;FARMACO ETICO;N;;;NON SUP.A +30, RIPARO LUCE;36 MESI;;ALIQUOTA 10%;7.1;0.0;7.1;NON OBBLIGATORIA;NON OBBLIGATORIA;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 13: CLASSE A PER PATOL.
021146093;021146042;;COBAFORTE*20CPS 2,5MG;S.F. GROUP Srl;CAPSULE RIGIDE;COBAMAMIDE;COBAMAMIDE;;;FARMACO ETICO;N;N;;NESSUNA PARTIC.CONDIZ.DI CONS.;60 MESI;;ALIQUOTA 10%;9.0;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
021146067;;;COBAFORTE*IM 3F 5000MCG+3F;S.F. GROUP Srl;SOLUZIONE INIETT POLV SOLV;COBAMAMIDE;COBAMAMIDE;;;FARMACO ETICO;N;N;;AL RIPARO DALLA LUCE;36 MESI;;ALIQUOTA 10%;8.5;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
021852013;;;COCARNITIN B12*OS 10FL 10ML;ALFASIGMA SpA;SOSPENSIONE ORALE POLV SOLV;LEVOCARNITINA/COBAMAMIDE;AMINOACIDI E DERIVATI;;;FARMACO ETICO;N;N;;NON SUP. A +25 GRADI;36 MESI;;ALIQUOTA 10%;18.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
037021019;;;CODAMOL*16CPR EFF 500MG+30MG;ABIOGEN PHARMA SpA;COMPRESSE EFFERVESCENTI DIVIS;PARACETAMOLO/CODEINA FOSFATO;CODEINA E PARACETAMOLO;Q2A;PARACETAMOLO+CODEINA 500+30MG 16 UNITA' USO ORALE;FARMACO ETICO;N;;TAB.D MEDICINALI L. 79/2014;NON SUP.A +25, RIPARO UMIDITA';36 MESI;;ALIQUOTA 10%;9.0;0.0;0.0;P.A. OBBLIG. CODEINA FOSFATO;DIVIETO UTILIZZO SOTTO 12 ANNI;C;IN TERAPIA DEL DOLORE;RNR - NON RIPETIBILE (EX S/F);NON CONCEDIBILE;
037021021;;;CODAMOL*16CPR RIV 500MG+30MG;ABIOGEN PHARMA SpA;COMPRESSE RIVESTITE DIVISIBILI;PARACETAMOLO/CODEINA FOSFATO;CODEINA E PARACETAMOLO;Q2A;PARACETAMOLO+CODEINA 500+30MG 16 UNITA' USO ORALE;FARMACO ETICO;N;;TAB.D MEDICINALI L. 79/2014;NESSUNA PARTIC.CONDIZ.DI CONS.;48 MESI;;ALIQUOTA 10%;3.16;0.0;3.16;P.A. OBBLIG. CODEINA FOSFATO;DIVIETO UTILIZZO SOTTO 12 ANNI;A;IN TERAPIA DEL DOLORE;RNR - NON RIPETIBILE (EX S/F);CONCEDIB.ESENTE;
029032036;021989049;;CODEX*10BUST 5MLD 250MG;BIOCODEX;SOSPENSIONE ORALE POLVERE;SACCAROMICETI BOULARDII;SACCHAROMYCES BOULARDII;;;FARMACO ETICO;N;N;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;12.5;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
029032075;029032051;;CODEX*12CPS 5MLD 250MG;BIOCODEX;CAPSULE RIGIDE;SACCAROMICETI BOULARDII;SACCHAROMYCES BOULARDII;;;FARMACO DA BANCO;N;N;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;13.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
029032048;021989052;;CODEX*20BUST 5MLD 250MG;BIOCODEX;SOSPENSIONE ORALE POLVERE;SACCAROMICETI BOULARDII;SACCHAROMYCES BOULARDII;;;FARMACO ETICO;N;N;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;20.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
029032087;029032063;;CODEX*30CPS 5MLD 250MG;BIOCODEX;CAPSULE RIGIDE;SACCAROMICETI BOULARDII;SACCHAROMYCES BOULARDII;;;FARMACO DA BANCO;N;N;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;25.0;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
038393017;;;COEFFERALGAN*16CPR EFF500+30MG;FARMA 1000 Srl;COMPRESSE EFFERVESCENTI;PARACETAMOLO/CODEINA FOSFATO;CODEINA E PARACETAMOLO;Q2A;PARACETAMOLO+CODEINA 500+30MG 16 UNITA' USO ORALE;FARMACO ETICO;N;;TAB.D MEDICINALI L. 79/2014;AL RIPARO DALL'UMIDITA';36 MESI;;ALIQUOTA 10%;8.93;0.0;0.0;P.A. OBBLIG. CODEINA FOSFATO;TRASPORTO SENZA CERTIFICAZIONE;C;IN TERAPIA DEL DOLORE;RNR - NON RIPETIBILE (EX S/F);NON CONCEDIBILE;
041247014;;;COEFFERALGAN*16CPR EFF500+30MG;MEDIFARM Srl;COMPRESSE EFFERVESCENTI;PARACETAMOLO/CODEINA FOSFATO;CODEINA E PARACETAMOLO;Q2A;PARACETAMOLO+CODEINA 500+30MG 16 UNITA' USO ORALE;FARMACO ETICO;N;;TAB.D MEDICINALI L. 79/2014;AL RIPARO DALL'UMIDITA';36 MESI;;ALIQUOTA 10%;8.93;0.0;0.0;P.A. OBBLIG. CODEINA FOSFATO;TRASPORTO SENZA CERTIFICAZIONE;C;IN TERAPIA DEL DOLORE;RNR - NON RIPETIBILE (EX S/F);NON CONCEDIBILE;
048301016;;;COEFFERALGAN*16CPR EFF500+30MG;GMM FARMA Srl;COMPRESSE EFFERVESCENTI;PARACETAMOLO/CODEINA FOSFATO;CODEINA E PARACETAMOLO;Q2A;PARACETAMOLO+CODEINA 500+30MG 16 UNITA' USO ORALE;FARMACO ETICO;N;;TAB.D MEDICINALI L. 79/2014;AL RIPARO DALL'UMIDITA';36 MESI;;ALIQUOTA 10%;8.93;0.0;0.0;P.A. OBBLIG. CODEINA FOSFATO;DIVIETO UTILIZZO SOTTO 12 ANNI;C;IN TERAPIA DEL DOLORE;RNR - NON RIPETIBILE (EX S/F);NON CONCEDIBILE;
048577011;;;COEFFERALGAN*16CPR EFF500+30MG;FARMED Srl;COMPRESSE EFFERVESCENTI;PARACETAMOLO/CODEINA FOSFATO;CODEINA E PARACETAMOLO;Q2A;PARACETAMOLO+CODEINA 500+30MG 16 UNITA' USO ORALE;FARMACO ETICO;N;;TAB.D MEDICINALI L. 79/2014;AL RIPARO DALL'UMIDITA';36 MESI;;ALIQUOTA 10%;9.55;0.0;0.0;P.A. OBBLIG. CODEINA FOSFATO;TRASPORTO SENZA CERTIFICAZIONE;C;IN TERAPIA DEL DOLORE;RNR - NON RIPETIBILE (EX S/F);NON CONCEDIBILE;
027989019;;;COEFFERALGAN*16CPR EFF500+30MG;UPSA ITALY Srl;COMPRESSE EFFERVESCENTI;PARACETAMOLO/CODEINA FOSFATO;CODEINA E PARACETAMOLO;Q2A;PARACETAMOLO+CODEINA 500+30MG 16 UNITA' USO ORALE;FARMACO ETICO;N;N;TAB.D MEDICINALI L. 79/2014;AL RIPARO DALL'UMIDITA';36 MESI;;ALIQUOTA 10%;9.6;0.0;0.0;P.A. OBBLIG. CODEINA FOSFATO;TRASPORTO SENZA CERTIFICAZIONE;C;IN TERAPIA DEL DOLORE;RNR - NON RIPETIBILE (EX S/F);NON CONCEDIBILE;
038123016;;;COEFFERALGAN*16CPR EFF500+30MG;BB FARMA Srl;COMPRESSE EFFERVESCENTI;PARACETAMOLO/CODEINA FOSFATO;CODEINA E PARACETAMOLO;Q2A;PARACETAMOLO+CODEINA 500+30MG 16 UNITA' USO ORALE;FARMACO ETICO;N;;TAB.D MEDICINALI L. 79/2014;AL RIPARO DALL'UMIDITA';36 MESI;;ALIQUOTA 10%;9.6;0.0;0.0;P.A. OBBLIG. CODEINA FOSFATO;TRASPORTO SENZA CERTIFICAZIONE;C;IN TERAPIA DEL DOLORE;RNR - NON RIPETIBILE (EX S/F);NON CONCEDIBILE;
038123028;;;COEFFERALGAN*16CPR EFF500+30MG;BB FARMA Srl;COMPRESSE EFFERVESCENTI;PARACETAMOLO/CODEINA FOSFATO;CODEINA E PARACETAMOLO;Q2A;PARACETAMOLO+CODEINA 500+30MG 16 UNITA' USO ORALE;FARMACO ETICO;N;;TAB.D MEDICINALI L. 79/2014;AL RIPARO DALL'UMIDITA';36 MESI;;ALIQUOTA 10%;9.6;0.0;0.0;P.A. OBBLIG. CODEINA FOSFATO;TRASPORTO SENZA CERTIFICAZIONE;C;IN TERAPIA DEL DOLORE;RNR - NON RIPETIBILE (EX S/F);NON CONCEDIBILE;
027989033;;;COEFFERALGAN*16CPR RIV500+30MG;UPSA ITALY Srl;COMPRESSE RIVESTITE;PARACETAMOLO/CODEINA FOSFATO;CODEINA E PARACETAMOLO;Q2A;PARACETAMOLO+CODEINA 500+30MG 16 UNITA' USO ORALE;FARMACO ETICO;N;N;TAB.D MEDICINALI L. 79/2014;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;3.96;0.8;3.16;P.A. OBBLIG. CODEINA FOSFATO;TRASPORTO SENZA CERTIFICAZIONE;A;IN TERAPIA DEL DOLORE;RNR - NON RIPETIBILE (EX S/F);CONCEDIB.ESENTE;
039428026;;;COIRGEN*21CPR RIV 500MG;GENETIC SpA;COMPRESSE RIVESTITE;FAMCICLOVIR;FAMCICLOVIR;E5B;FAMCICLOVIR 500MG 21 UNITA' USO ORALE;FARMACO ETICO;N;;;NON SUP. A +30 GRADI;36 MESI;;ALIQUOTA 10%;92.26;0.0;92.26;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
020605073;020605034;;COLBIOCIN*COLL 1FL POLV+1FL5ML;SIFI SpA;COLLIRIO SOLUZIONE POLV E SOLV;CLORAMFENICOLO/COLISTIMETATO SODICO/TETRACICLINA CLORIDRATO;ASSOCIAZIONI DI DIFFERENTI ANTIBIOTICI;;;FARMACO ETICO;N;;;DA +2 A +8 GRADI;24 MESI;15 GIORNI;ALIQUOTA 10%;15.99;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
020605022;;;COLBIOCIN*UNG OFT 5G;SIFI SpA;UNGUENTO OFTALMICO;CLORAMFENICOLO/COLISTIMETATO SODICO/TETRACICLINA CLORIDRATO;ASSOCIAZIONI DI DIFFERENTI ANTIBIOTICI;;;FARMACO ETICO;N;;;INFERIORE A +25 GRADI;36 MESI;28 GIORNI;ALIQUOTA 10%;12.5;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
046454029;;;COLCAD*1FL 25000UI 2,5ML;IPSO PHARMA Srl;SOLUZIONE ORALE;COLECALCIFEROLO;COLECALCIFEROLO;JNC;COLECALCIFEROLO 25.000UI/2,5ML USO ORALE;FARMACO GENERICO;N;;;NON SUP.A +30, IN CONF.ORIGIN.;24 MESI;5 MESI;ALIQUOTA 10%;4.5;0.0;4.5;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
046454056;;;COLCAD*1FL 50000UI 2,5ML;IPSO PHARMA Srl;SOLUZIONE ORALE;COLECALCIFEROLO;COLECALCIFEROLO;JNF;COLECALCIFEROLO 50.000UI 1 UNITA' USO ORALE;FARMACO GENERICO;N;;;NON SUP.A +30, IN CONF.ORIGIN.;24 MESI;5 MESI;ALIQUOTA 10%;6.9;0.0;6.9;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
046454031;;;COLCAD*2FL 25000UI 2,5ML;IPSO PHARMA Srl;SOLUZIONE ORALE;COLECALCIFEROLO;COLECALCIFEROLO;JNH;COLECALCIFEROLO 25.000UI 2 UNITA' USO ORALE;FARMACO GENERICO;N;;;NON SUP.A +30, IN CONF.ORIGIN.;24 MESI;5 MESI;ALIQUOTA 10%;7.0;0.0;7.0;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
046454068;;;COLCAD*2FL 50000UI 2,5ML;IPSO PHARMA Srl;SOLUZIONE ORALE;COLECALCIFEROLO;COLECALCIFEROLO;JNG;COLECALCIFEROLO 50.000UI 2 UNITA' USO ORALE;FARMACO GENERICO;N;;;NON SUP.A +30, IN CONF.ORIGIN.;24 MESI;5 MESI;ALIQUOTA 10%;12.0;0.0;12.0;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
046454017;;;COLCAD*OS GTT 10ML 10000UI/ML;IPSO PHARMA Srl;SOLUZIONE ORALE;COLECALCIFEROLO;COLECALCIFEROLO;JNA;COLECALCIFEROLO 10.000UI/ML 10ML USO ORALE;FARMACO GENERICO;N;;;NON SUP.A +30, IN CONF.ORIGIN.;24 MESI;5 MESI;ALIQUOTA 10%;4.5;0.0;4.5;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
044432021;;;COLCARDIOL*28CPR RIV 10MG;EURO-PHARMA Srl;COMPRESSE RIVESTITE;ROSUVASTATINA SALE DI CALCIO;ROSUVASTATINA;RGA;ROSUVASTATINA 10MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO DALLA LUCE;48 MESI;;ALIQUOTA 10%;6.5;0.0;6.5;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 13: CLASSE A PER PATOL.
044432033;;;COLCARDIOL*28CPR RIV 20MG;EURO-PHARMA Srl;COMPRESSE RIVESTITE;ROSUVASTATINA SALE DI CALCIO;ROSUVASTATINA;RGB;ROSUVASTATINA 20MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO DALLA LUCE;48 MESI;;ALIQUOTA 10%;9.83;0.0;9.83;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 13: CLASSE A PER PATOL.
044432019;;;COLCARDIOL*28CPR RIV 5MG;EURO-PHARMA Srl;COMPRESSE RIVESTITE;ROSUVASTATINA SALE DI CALCIO;ROSUVASTATINA;RGD;ROSUVASTATINA 5MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO DALLA LUCE;48 MESI;;ALIQUOTA 10%;5.35;0.0;5.35;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 13: CLASSE A PER PATOL.
009964038;009964026;;COLCHICINA LIRCA*60CPR DIV 1MG;ACARPIA FARMACEUTICI Srl;COMPRESSE DIVISIBILI;COLCHICINA;COLCHICINA;72A;COLCHICINA 1MG 60 UNITA' USO ORALE;FARMACO ETICO;N;;;CONSERV.IN CONFEZ.ORIGINALE;60 MESI;;ALIQUOTA 10%;8.6;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042542035;;;COLDETOM*20FL GTT AURIC 0,25ML;SCHARPER SpA;GOCCE AURICOLARI SOLUZIONE;TOBRAMICINA/DESAMETASONE SODIO FOSFATO;DESAMETASONE ED ANTIMICROBICI;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;28 GIORNI;ALIQUOTA 10%;18.0;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
042542047;;;COLDETOM*GTT AURIC FL 5ML;SCHARPER SpA;GOCCE AURICOLARI SOLUZIONE;TOBRAMICINA/DESAMETASONE SODIO FOSFATO;DESAMETASONE ED ANTIMICROBICI;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;28 GIORNI;ALIQUOTA 10%;12.5;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
046468056;;;COLECALCIFEROLO ABC*1FL50000UI;FG Srl;SOLUZIONE ORALE;COLECALCIFEROLO;COLECALCIFEROLO;JNF;COLECALCIFEROLO 50.000UI 1 UNITA' USO ORALE;FARMACO GENERICO;N;;;NON SUP.A +30, IN CONF.ORIGIN.;24 MESI;5 MESI;ALIQUOTA 10%;6.9;0.0;6.9;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
046468031;;;COLECALCIFEROLO ABC*2FL25000UI;FG Srl;SOLUZIONE ORALE;COLECALCIFEROLO;COLECALCIFEROLO;JNH;COLECALCIFEROLO 25.000UI 2 UNITA' USO ORALE;FARMACO GENERICO;N;;;NON SUP.A +30, IN CONF.ORIGIN.;24 MESI;5 MESI;ALIQUOTA 10%;7.0;0.0;7.0;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
046468068;;;COLECALCIFEROLO ABC*2FL50000UI;FG Srl;SOLUZIONE ORALE;COLECALCIFEROLO;COLECALCIFEROLO;JNG;COLECALCIFEROLO 50.000UI 2 UNITA' USO ORALE;FARMACO GENERICO;N;;;NON SUP.A +30, IN CONF.ORIGIN.;24 MESI;5 MESI;ALIQUOTA 10%;12.0;0.0;12.0;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
046468043;;;COLECALCIFEROLO ABC*4FL25000UI;FG Srl;SOLUZIONE ORALE;COLECALCIFEROLO;COLECALCIFEROLO;;;FARMACO GENERICO;N;;;NON SUP.A +30, IN CONF.ORIGIN.;24 MESI;5 MESI;ALIQUOTA 10%;13.0;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
046468029;;;COLECALCIFEROLO ABC*FL 25000UI;FG Srl;SOLUZIONE ORALE;COLECALCIFEROLO;COLECALCIFEROLO;JNC;COLECALCIFEROLO 25.000UI/2,5ML USO ORALE;FARMACO GENERICO;N;;;NON SUP.A +30, IN CONF.ORIGIN.;24 MESI;5 MESI;ALIQUOTA 10%;4.5;0.0;4.5;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
046468017;;;COLECALCIFEROLO ABC*OS GTT10ML;FG Srl;GOCCE ORALI;COLECALCIFEROLO;COLECALCIFEROLO;JNA;COLECALCIFEROLO 10.000UI/ML 10ML USO ORALE;FARMACO GENERICO;N;;;NON SUP.A +30, IN CONF.ORIGIN.;24 MESI;5 MESI;ALIQUOTA 10%;4.5;0.0;4.5;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
042754174;;;COLECALCIFEROLO DOC*10CPS10000;DOC GENERICI Srl;CAPSULE MOLLI;COLECALCIFEROLO;COLECALCIFEROLO;;;FARMACO GENERICO;N;;;NON SUP. A +25 GRADI;36 MESI;;ALIQUOTA 10%;6.32;0.0;0.0;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
042754111;;;COLECALCIFEROLO DOC*2CPS 25000;DOC GENERICI Srl;CAPSULE MOLLI;COLECALCIFEROLO;COLECALCIFEROLO;LPC;COLECALCIFEROLO 25.000UI 2 UNITA' PREPARAZIONE SOLIDA USO ORALE;FARMACO GENERICO;N;;;NON SUP. A +25 GRADI;36 MESI;;ALIQUOTA 10%;3.59;0.0;3.59;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
042754135;;;COLECALCIFEROLO DOC*2CPS 50000;DOC GENERICI Srl;CAPSULE MOLLI;COLECALCIFEROLO;COLECALCIFEROLO;LGZ;COLECALCIFEROLO 50.000UI 2 UNITA' PREPARAZIONE SOLIDA USO ORALE;FARMACO GENERICO;N;;;NON SUP. A +25 GRADI;36 MESI;;ALIQUOTA 10%;6.32;0.0;6.32;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
042754046;;;COLECALCIFEROLO DOC*2FL25000UI;DOC GENERICI Srl;SOLUZIONE ORALE;COLECALCIFEROLO;COLECALCIFEROLO;JNH;COLECALCIFEROLO 25.000UI 2 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO LUCE, NON CONGELARE;24 MESI;;ALIQUOTA 10%;7.0;0.0;7.0;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
042754061;;;COLECALCIFEROLO DOC*2FL50000UI;DOC GENERICI Srl;SOLUZIONE ORALE;COLECALCIFEROLO;COLECALCIFEROLO;JNG;COLECALCIFEROLO 50.000UI 2 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO LUCE, NON CONGELARE;24 MESI;;ALIQUOTA 10%;12.0;0.0;12.0;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;>18ANNI:ESX PATOL/<18CONC.SSN;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;NOTA 96: CLASSE A
